"","id","date","elevation_m_asl","site_id","aspect","species","plant_id","fire","traits","value"
"580","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"BI",0.539956
"581","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"SRL",112.3192017
"582","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"RTD",0.182995524
"583","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"RDMC",463.3333333
"584","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"no_tuber_scan",NA
"585","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"total_tuber_wet_mass_g",NA
"586","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"total_tuber_dry_mass_g",NA
"587","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"reproductive_height_cm",31.9
"588","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"vegetative_height_cm",6.8
"589","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"no_leaf",5
"590","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"total_leaf_wet_mass_g",0.288
"591","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"total_leaf_dry_mass_g",0.0938
"592","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"total_leaf_area_cm2",11.467
"593","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"SLA",122.249467
"594","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"leaf_thickness_mm",0.303333333
"595","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"LDMC",325.6944444
"596","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"belowground_biomass_g",2.5881
"597","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"aboveground_biomass_g",0.9659
"598","FCA5827","12/5/2023",2200,2,"west","EC",5,1,"ABG_BGB",0.373208145
"599","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"root_depth_cm",10
"600","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"no_root_scan",5
"601","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"total_root_wet_mass_g",0.0047
"602","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"total_root_dry_mass_g",0.0016
"603","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"total_root_length_mm",323.56961
"604","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"total_root_volume_mm3",15.62427
"605","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"RD",0.230123
"606","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"BI",0.500665
"607","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"SRL",202.2310063
"608","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"RTD",0.102404784
"609","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"RDMC",340.4255319
"610","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"no_tuber_scan",3
"611","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"total_tuber_wet_mass_g",0.9622
"612","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"total_tuber_dry_mass_g",0.2751
"613","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"reproductive_height_cm",36
"614","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"vegetative_height_cm",14
"615","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"no_leaf",1
"616","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"total_leaf_wet_mass_g",0.7798
"617","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"total_leaf_dry_mass_g",0.1434
"618","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"total_leaf_area_cm2",15.463
"619","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"SLA",107.8312413
"620","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"leaf_thickness_mm",0.484333333
"621","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"LDMC",183.893306
"622","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"belowground_biomass_g",0.824
"623","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"aboveground_biomass_g",0.6991
"624","FCB1397","12/6/2023",2200,2,"west","SG",2,1,"ABG_BGB",0.84842233
"625","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"root_depth_cm",10.2
"626","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"no_root_scan",5
"627","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"total_root_wet_mass_g",0.0427
"628","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"total_root_dry_mass_g",0.01229
"629","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"total_root_length_mm",1189.366707
"630","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"total_root_volume_mm3",84.341871
"631","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"RD",0.277355
"632","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"BI",0.350607
"633","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"SRL",96.77515924
"634","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"RTD",0.145716473
"635","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"RDMC",287.8220141
"636","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"no_tuber_scan",5
"637","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"total_tuber_wet_mass_g",0.5294
"638","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"total_tuber_dry_mass_g",0.9028
"639","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"reproductive_height_cm",25.3
"640","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"vegetative_height_cm",3.8
"641","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"no_leaf",1
"642","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"total_leaf_wet_mass_g",0.5966
"643","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"total_leaf_dry_mass_g",0.1105
"644","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"total_leaf_area_cm2",10.28
"645","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"SLA",93.03167421
"646","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"leaf_thickness_mm",0.944666667
"647","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"LDMC",185.2162253
"648","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"belowground_biomass_g",3.09
"649","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"aboveground_biomass_g",1.2
"650","FCC1836","12/8/2023",2600,4,"west","HPA",5,1,"ABG_BGB",0.388349515
"651","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"root_depth_cm",15.4
"652","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"no_root_scan",5
"653","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"total_root_wet_mass_g",0.0245
"654","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"total_root_dry_mass_g",0.01295
"655","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"total_root_length_mm",774.377249
"656","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"total_root_volume_mm3",60.463096
"657","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"RD",0.28904
"658","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"BI",0.37966
"659","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"SRL",59.79747097
"660","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"RTD",0.214180233
"661","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"RDMC",528.5714286
"662","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"no_tuber_scan",5
"663","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"total_tuber_wet_mass_g",0.4412
"664","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"total_tuber_dry_mass_g",0.15965
"665","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"reproductive_height_cm",41
"666","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"vegetative_height_cm",19.5
"667","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"no_leaf",1
"668","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"total_leaf_wet_mass_g",0.7751
"669","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"total_leaf_dry_mass_g",0.13562
"670","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"total_leaf_area_cm2",15.902
"671","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"SLA",117.2540923
"672","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"leaf_thickness_mm",0.505
"673","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"LDMC",174.9709715
"674","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"belowground_biomass_g",1.77
"675","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"aboveground_biomass_g",1.72
"676","FCD2673","12/8/2023",2600,4,"west","SG",3,1,"ABG_BGB",0.971751412
"677","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"root_depth_cm",14
"678","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"no_root_scan",5
"679","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"total_root_wet_mass_g",0.476
"680","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"total_root_dry_mass_g",0.0178
"681","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"total_root_length_mm",1068.890457
"682","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"total_root_volume_mm3",104.231651
"683","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"RD",0.31962
"684","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"BI",0.406964
"685","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"SRL",60.05002567
"686","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"RTD",0.170773463
"687","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"RDMC",37.39495798
"688","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"no_tuber_scan",NA
"689","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"total_tuber_wet_mass_g",NA
"690","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"total_tuber_dry_mass_g",NA
"691","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"reproductive_height_cm",25.2
"692","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"vegetative_height_cm",8
"693","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"no_leaf",5
"694","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"total_leaf_wet_mass_g",0.189
"695","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"total_leaf_dry_mass_g",0.336
"696","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"total_leaf_area_cm2",6.321
"697","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"SLA",18.8125
"698","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"leaf_thickness_mm",0.164333333
"699","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"LDMC",1777.777778
"700","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"belowground_biomass_g",2.8118
"701","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"aboveground_biomass_g",1.4272
"702","FCE1581","12/5/2023",2200,2,"west","EC",4,1,"ABG_BGB",0.507575219
"703","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"root_depth_cm",17.5
"704","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"no_root_scan",5
"705","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"total_root_wet_mass_g",0.0284
"706","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"total_root_dry_mass_g",0.0046
"707","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"total_root_length_mm",368.713926
"708","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"total_root_volume_mm3",40.99111
"709","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"RD",0.34838
"710","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"BI",0.287486
"711","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"SRL",80.1552013
"712","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"RTD",0.112219454
"713","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"RDMC",161.971831
"714","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"no_tuber_scan",5
"715","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"total_tuber_wet_mass_g",1.5751
"716","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"total_tuber_dry_mass_g",0.3839
"717","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"reproductive_height_cm",46.7
"718","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"vegetative_height_cm",16
"719","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"no_leaf",1
"720","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"total_leaf_wet_mass_g",0.9725
"721","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"total_leaf_dry_mass_g",0.142
"722","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"total_leaf_area_cm2",15.86
"723","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"SLA",111.6901408
"724","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"leaf_thickness_mm",0.756
"725","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"LDMC",146.0154242
"726","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"belowground_biomass_g",1.4435
"727","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"aboveground_biomass_g",1.7437
"728","FCF2601","12/6/2023",2200,2,"west","SG",1,1,"ABG_BGB",1.207966747
"729","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"root_depth_cm",10
"730","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"no_root_scan",5
"731","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"total_root_wet_mass_g",0.3908
"732","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"total_root_dry_mass_g",0.00679
"733","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"total_root_length_mm",317.568674
"734","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"total_root_volume_mm3",23.584056
"735","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"RD",0.286003
"736","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"BI",0.267659
"737","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"SRL",46.77005508
"738","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"RTD",0.287906372
"739","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"RDMC",17.37461617
"740","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"no_tuber_scan",5
"741","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"total_tuber_wet_mass_g",0.0123
"742","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"total_tuber_dry_mass_g",0.12031
"743","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"reproductive_height_cm",35.6
"744","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"vegetative_height_cm",20
"745","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"no_leaf",1
"746","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"total_leaf_wet_mass_g",0.4215
"747","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"total_leaf_dry_mass_g",0.06366
"748","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"total_leaf_area_cm2",8.964
"749","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"SLA",140.8105561
"750","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"leaf_thickness_mm",0.457
"751","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"LDMC",151.0320285
"752","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"belowground_biomass_g",4.64
"753","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"aboveground_biomass_g",1.05
"754","FCG9760","12/9/2023",2400,3,"west","SG",4,0,"ABG_BGB",0.226293103
"755","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"root_depth_cm",17.6
"756","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"no_root_scan",5
"757","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"total_root_wet_mass_g",0.0388
"758","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"total_root_dry_mass_g",0.01159
"759","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"total_root_length_mm",1303.539685
"760","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"total_root_volume_mm3",89.067164
"761","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"RD",0.273399
"762","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"BI",0.342912
"763","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"SRL",112.4710686
"764","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"RTD",0.130126519
"765","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"RDMC",298.7113402
"766","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"no_tuber_scan",NA
"767","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"total_tuber_wet_mass_g",NA
"768","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"total_tuber_dry_mass_g",NA
"769","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"reproductive_height_cm",NA
"770","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"vegetative_height_cm",11.5
"771","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"no_leaf",5
"772","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"total_leaf_wet_mass_g",0.1094
"773","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"total_leaf_dry_mass_g",0.03535
"774","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"total_leaf_area_cm2",7.494
"775","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"SLA",211.9943423
"776","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"leaf_thickness_mm",0.101
"777","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"LDMC",323.1261426
"778","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"belowground_biomass_g",4.77
"779","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"aboveground_biomass_g",2.42
"780","FCH5965","12/8/2023",2800,5,"northwest","TT",4,1,"ABG_BGB",0.507337526
"781","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"root_depth_cm",13.1
"782","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"no_root_scan",5
"783","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"total_root_wet_mass_g",0.0178
"784","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"total_root_dry_mass_g",0.0141
"785","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"total_root_length_mm",1318.066891
"786","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"total_root_volume_mm3",89.878793
"787","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"RD",0.2628
"788","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"BI",0.515907
"789","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"SRL",93.47992135
"790","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"RTD",0.156877941
"791","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"RDMC",792.1348315
"792","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"no_tuber_scan",NA
"793","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"total_tuber_wet_mass_g",NA
"794","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"total_tuber_dry_mass_g",NA
"795","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"reproductive_height_cm",29.4
"796","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"vegetative_height_cm",5.8
"797","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"no_leaf",5
"798","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"total_leaf_wet_mass_g",0.1573
"799","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"total_leaf_dry_mass_g",0.0471
"800","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"total_leaf_area_cm2",6.012
"801","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"SLA",127.6433121
"802","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"leaf_thickness_mm",0.267666667
"803","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"LDMC",299.4278449
"804","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"belowground_biomass_g",1.555
"805","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"aboveground_biomass_g",0.5168
"806","FCI1638","12/5/2023",2200,2,"west","EC",1,1,"ABG_BGB",0.332347267
"807","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"root_depth_cm",13.7
"808","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"no_root_scan",5
"809","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"total_root_wet_mass_g",0.0249
"810","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"total_root_dry_mass_g",0.0076
"811","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"total_root_length_mm",475.886684
"812","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"total_root_volume_mm3",44.637035
"813","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"RD",0.309084
"814","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"BI",0.319404
"815","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"SRL",62.61666895
"816","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"RTD",0.170262205
"817","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"RDMC",305.2208835
"818","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"no_tuber_scan",3
"819","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"total_tuber_wet_mass_g",0.3529
"820","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"total_tuber_dry_mass_g",0.1016
"821","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"reproductive_height_cm",21.5
"822","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"vegetative_height_cm",17.2
"823","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"no_leaf",1
"824","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"total_leaf_wet_mass_g",1.3984
"825","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"total_leaf_dry_mass_g",0.2766
"826","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"total_leaf_area_cm2",27.513
"827","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"SLA",99.46854664
"828","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"leaf_thickness_mm",0.679
"829","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"LDMC",197.7974828
"830","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"belowground_biomass_g",0.7639
"831","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"aboveground_biomass_g",0.6535
"832","FCJ1591","12/6/2023",2200,2,"west","SG",3,1,"ABG_BGB",0.855478466
"833","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"root_depth_cm",8
"834","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"no_root_scan",5
"835","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"total_root_wet_mass_g",0.0135
"836","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"total_root_dry_mass_g",0.00865
"837","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"total_root_length_mm",544.592527
"838","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"total_root_volume_mm3",36.687523
"839","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"RD",0.277841
"840","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"BI",0.325014
"841","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"SRL",62.95867364
"842","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"RTD",0.23577498
"843","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"RDMC",640.7407407
"844","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"no_tuber_scan",4
"845","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"total_tuber_wet_mass_g",0.2652
"846","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"total_tuber_dry_mass_g",0.05608
"847","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"reproductive_height_cm",21.5
"848","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"vegetative_height_cm",5.3
"849","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"no_leaf",1
"850","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"total_leaf_wet_mass_g",0.4502
"851","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"total_leaf_dry_mass_g",0.09691
"852","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"total_leaf_area_cm2",8.338
"853","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"SLA",86.03859251
"854","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"leaf_thickness_mm",0.905666667
"855","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"LDMC",215.2598845
"856","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"belowground_biomass_g",2.58
"857","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"aboveground_biomass_g",0.94
"858","FCK8784","12/8/2023",2600,4,"west","HPA",1,0,"ABG_BGB",0.364341085
"859","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"root_depth_cm",15.5
"860","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"no_root_scan",5
"861","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"total_root_wet_mass_g",0.0345
"862","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"total_root_dry_mass_g",0.01325
"863","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"total_root_length_mm",1163.305662
"864","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"total_root_volume_mm3",83.603139
"865","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"RD",0.28242
"866","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"BI",0.328375
"867","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"SRL",87.79665374
"868","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"RTD",0.158486872
"869","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"RDMC",384.057971
"870","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"no_tuber_scan",5
"871","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"total_tuber_wet_mass_g",0.191
"872","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"total_tuber_dry_mass_g",0.05992
"873","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"reproductive_height_cm",29.8
"874","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"vegetative_height_cm",13.9
"875","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"no_leaf",1
"876","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"total_leaf_wet_mass_g",0.714
"877","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"total_leaf_dry_mass_g",0.10252
"878","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"total_leaf_area_cm2",14.687
"879","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"SLA",143.2598517
"880","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"leaf_thickness_mm",0.573
"881","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"LDMC",143.5854342
"882","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"belowground_biomass_g",0.61
"883","FCL0130","12/8/2023",2600,4,"west","SG",5,1,"aboveground_biomass_g",0.55
