id,date,aspect,site_id,elevation_m_asl,plant_id,species,traits,value,unit
FCA5827,12/05/2023,west,2,2200,5,Eragrostis capensis,leaf_area,11.467,cm2
FCA5827,12/05/2023,west,2,2200,5,Eragrostis capensis,sla,122.2494669509595,cm2 g-1
FCA5827,12/05/2023,west,2,2200,5,Eragrostis capensis,leaf_thickness,0.30333333333333334,mm
FCA5827,12/05/2023,west,2,2200,5,Eragrostis capensis,ldmc,0.32569444444444445,g g-1
FCA5827,12/05/2023,west,2,2200,5,Eragrostis capensis,bgb_agb,2.679469924422818,g g-1
FCA5827,12/05/2023,west,2,2200,5,Eragrostis capensis,aboveground_biomass,0.9659,g
FCA5827,12/05/2023,west,2,2200,5,Eragrostis capensis,belowground_biomass,2.5881,g
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,root_depth,10,cm
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,no_root_scan,5,count
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,root_wet_mass,0.0047,g
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,root_dry_mass,0.0016,g
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,total_root_length,323.56961,cm
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,total_root_volume,15.62427,mm3
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,rd,0.230123,mm
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,bi,0.500665,count mm-1
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,srl,202.23100625,m g-1
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,rtd,0.10240478435152492,g cm-3
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,rdmc,340.4255319148936,mg g-1
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,tuber_wet_mass,0.9622,g
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,tuber_dry_mass,0.2751,g
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,reproductive_height,36,cm
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,veg_height,14,cm
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,no_leaves,1,NA
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,leaf_wet_mass,0.7798,g
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,leaf_dry_mass,0.1434,g
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,leaf_area,15.463,cm2
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,sla,107.83124128312413,cm2 g-1
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,leaf_thickness,0.48433333333333334,mm
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,ldmc,0.18389330597589124,g g-1
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,bgb_agb,1.1786582749249033,g g-1
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,aboveground_biomass,0.6991,g
FCB1397,12/06/2023,west,2,2200,2,Senecio glaberrimus,belowground_biomass,0.824,g
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,root_depth,10.2,cm
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,no_root_scan,5,count
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,root_wet_mass,0.0427,g
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,root_dry_mass,0.01229,g
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,total_root_length,1189.366707,cm
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,total_root_volume,84.341871,mm3
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,rd,0.277355,mm
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,bi,0.350607,count mm-1
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,srl,96.77515923515053,m g-1
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,rtd,0.14571647337536536,g cm-3
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,rdmc,287.8220140515223,mg g-1
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,tuber_wet_mass,0.5294,g
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,tuber_dry_mass,0.9028,g
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,reproductive_height,25.3,cm
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,veg_height,3.8,cm
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,no_leaves,1,NA
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,leaf_wet_mass,0.5966,g
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,leaf_dry_mass,0.1105,g
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,leaf_area,10.28,cm2
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,sla,93.03167420814479,cm2 g-1
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,leaf_thickness,0.9446666666666667,mm
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,ldmc,0.1852162252765672,g g-1
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,bgb_agb,2.575,g g-1
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,aboveground_biomass,1.2,g
FCC1836,12/08/2023,west,4,2600,5,Helichrysum pallidum,belowground_biomass,3.09,g
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,root_depth,15.4,cm
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,no_root_scan,5,count
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,root_wet_mass,0.0245,g
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,root_dry_mass,0.01295,g
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,total_root_length,774.377249,cm
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,total_root_volume,60.463096,mm3
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,rd,0.28904,mm
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,bi,0.37966,count mm-1
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,srl,59.79747096525097,m g-1
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,rtd,0.2141802331789295,g cm-3
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,rdmc,528.5714285714286,mg g-1
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,tuber_wet_mass,0.4412,g
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,tuber_dry_mass,0.15965,g
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,reproductive_height,41,cm
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,veg_height,19.5,cm
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,no_leaves,1,NA
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,leaf_wet_mass,0.7751,g
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,leaf_dry_mass,0.13562,g
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,leaf_area,15.902,cm2
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,sla,117.25409231676744,cm2 g-1
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,leaf_thickness,0.505,mm
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,ldmc,0.17497097148754998,g g-1
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,bgb_agb,1.0290697674418605,g g-1
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,aboveground_biomass,1.72,g
FCD2673,12/08/2023,west,4,2600,3,Senecio glaberrimus,belowground_biomass,1.77,g
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,root_depth,14,cm
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,no_root_scan,5,count
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,root_wet_mass,0.476,g
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,root_dry_mass,0.0178,g
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,total_root_length,1068.890457,cm
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,total_root_volume,104.231651,mm3
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,rd,0.31962,mm
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,bi,0.406964,count mm-1
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,srl,60.050025674157304,m g-1
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,rtd,0.17077346304338975,g cm-3
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,rdmc,37.39495798319328,mg g-1
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,tuber_wet_mass,NA,g
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,tuber_dry_mass,NA,g
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,reproductive_height,25.2,cm
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,veg_height,8,cm
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,no_leaves,5,NA
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,leaf_wet_mass,0.189,g
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,leaf_dry_mass,0.336,g
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,leaf_area,6.321,cm2
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,sla,18.812499999999996,cm2 g-1
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,leaf_thickness,0.16433333333333333,mm
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,ldmc,1.777777777777778,g g-1
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,bgb_agb,1.9701513452914796,g g-1
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,aboveground_biomass,1.4272,g
FCE1581,12/05/2023,west,2,2200,4,Eragrostis capensis,belowground_biomass,2.8118,g
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,root_depth,17.5,cm
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,no_root_scan,5,count
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,root_wet_mass,0.0284,g
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,root_dry_mass,0.0046,g
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,total_root_length,368.713926,cm
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,total_root_volume,40.99111,mm3
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,rd,0.34838,mm
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,bi,0.287486,count mm-1
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,srl,80.15520130434783,m g-1
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,rtd,0.11221945441340818,g cm-3
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,rdmc,161.97183098591546,mg g-1
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,tuber_wet_mass,1.5751,g
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,tuber_dry_mass,0.3839,g
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,reproductive_height,46.7,cm
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,veg_height,16,cm
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,no_leaves,1,NA
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,leaf_wet_mass,0.9725,g
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,leaf_dry_mass,0.142,g
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,leaf_area,15.86,cm2
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,sla,111.69014084507043,cm2 g-1
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,leaf_thickness,0.756,mm
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,ldmc,0.1460154241645244,g g-1
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,bgb_agb,0.8278373573435798,g g-1
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,aboveground_biomass,1.7437,g
FCF2601,12/06/2023,west,2,2200,1,Senecio glaberrimus,belowground_biomass,1.4435,g
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,root_depth,10,cm
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,no_root_scan,5,count
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,root_wet_mass,0.3908,g
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,root_dry_mass,0.00679,g
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,total_root_length,317.568674,cm
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,total_root_volume,23.584056,mm3
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,rd,0.286003,mm
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,bi,0.267659,count mm-1
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,srl,46.77005508100147,m g-1
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,rtd,0.2879063719997951,g cm-3
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,rdmc,17.374616171954965,mg g-1
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,tuber_wet_mass,0.0123,g
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,tuber_dry_mass,0.12031,g
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,reproductive_height,35.6,cm
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,veg_height,20,cm
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,no_leaves,1,NA
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,leaf_wet_mass,0.4215,g
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,leaf_dry_mass,0.06366,g
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,leaf_area,8.964,cm2
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,sla,140.81055607917062,cm2 g-1
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,leaf_thickness,0.457,mm
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,ldmc,0.1510320284697509,g g-1
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,bgb_agb,4.4190476190476184,g g-1
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,aboveground_biomass,1.05,g
FCG9760,12/09/2023,west,3,2400,4,Senecio glaberrimus,belowground_biomass,4.64,g
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,root_depth,17.6,cm
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,no_root_scan,5,count
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,root_wet_mass,0.0388,g
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,root_dry_mass,0.01159,g
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,total_root_length,1303.539685,cm
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,total_root_volume,89.067164,mm3
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,rd,0.273399,mm
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,bi,0.342912,count mm-1
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,srl,112.4710685936152,m g-1
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,rtd,0.1301265189043181,g cm-3
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,rdmc,298.7113402061856,mg g-1
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,tuber_wet_mass,NA,g
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,tuber_dry_mass,NA,g
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,reproductive_height,NA,cm
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,veg_height,11.5,cm
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,no_leaves,5,NA
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,leaf_wet_mass,0.1094,g
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,leaf_dry_mass,0.03535,g
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,leaf_area,7.494,cm2
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,sla,211.994342291372,cm2 g-1
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,leaf_thickness,0.101,mm
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,ldmc,0.32312614259597805,g g-1
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,bgb_agb,1.9710743801652892,g g-1
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,aboveground_biomass,2.42,g
FCH5965,12/08/2023,northwest,5,2800,4,Themeda triandra,belowground_biomass,4.77,g
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,root_depth,13.1,cm
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,no_root_scan,5,count
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,root_wet_mass,0.0178,g
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,root_dry_mass,0.0141,g
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,total_root_length,1318.066891,cm
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,total_root_volume,89.878793,mm3
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,rd,0.2628,mm
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,bi,0.515907,count mm-1
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,srl,93.47992134751773,m g-1
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,rtd,0.156877941162383,g cm-3
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,rdmc,792.1348314606741,mg g-1
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,tuber_wet_mass,NA,g
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,tuber_dry_mass,NA,g
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,reproductive_height,29.4,cm
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,veg_height,5.8,cm
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,no_leaves,5,NA
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,leaf_wet_mass,0.1573,g
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,leaf_dry_mass,0.0471,g
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,leaf_area,6.012,cm2
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,sla,127.64331210191081,cm2 g-1
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,leaf_thickness,0.26766666666666666,mm
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,ldmc,0.2994278448823904,g g-1
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,bgb_agb,3.008900928792569,g g-1
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,aboveground_biomass,0.5168,g
FCI1638,12/05/2023,west,2,2200,1,Eragrostis capensis,belowground_biomass,1.555,g
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,root_depth,13.7,cm
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,no_root_scan,5,count
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,root_wet_mass,0.0249,g
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,root_dry_mass,0.0076,g
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,total_root_length,475.886684,cm
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,total_root_volume,44.637035,mm3
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,rd,0.309084,mm
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,bi,0.319404,count mm-1
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,srl,62.616668947368424,m g-1
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,rtd,0.17026220491571628,g cm-3
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,rdmc,305.22088353413653,mg g-1
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,tuber_wet_mass,0.3529,g
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,tuber_dry_mass,0.1016,g
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,reproductive_height,21.5,cm
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,veg_height,17.2,cm
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,no_leaves,1,NA
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,leaf_wet_mass,1.3984,g
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,leaf_dry_mass,0.2766,g
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,leaf_area,27.513,cm2
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,sla,99.46854663774404,cm2 g-1
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,leaf_thickness,0.6789999999999999,mm
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,ldmc,0.1977974828375286,g g-1
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,bgb_agb,1.16893649579189,g g-1
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,aboveground_biomass,0.6535,g
FCJ1591,12/06/2023,west,2,2200,3,Senecio glaberrimus,belowground_biomass,0.7639,g
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,root_depth,8,cm
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,no_root_scan,5,count
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,root_wet_mass,0.0135,g
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,root_dry_mass,0.00865,g
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,total_root_length,544.592527,cm
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,total_root_volume,36.687523,mm3
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,rd,0.277841,mm
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,bi,0.325014,count mm-1
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,srl,62.9586736416185,m g-1
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,rtd,0.2357749799570824,g cm-3
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,rdmc,640.7407407407408,mg g-1
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,tuber_wet_mass,0.2652,g
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,tuber_dry_mass,0.05608,g
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,reproductive_height,21.5,cm
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,veg_height,5.3,cm
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,no_leaves,1,NA
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,leaf_wet_mass,0.4502,g
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,leaf_dry_mass,0.09691,g
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,leaf_area,8.338,cm2
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,sla,86.03859250851305,cm2 g-1
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,leaf_thickness,0.9056666666666666,mm
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,ldmc,0.21525988449577965,g g-1
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,bgb_agb,2.74468085106383,g g-1
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,aboveground_biomass,0.94,g
FCK8784,12/08/2023,west,4,2600,1,Helichrysum pallidum,belowground_biomass,2.58,g
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,root_depth,15.5,cm
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,no_root_scan,5,count
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,root_wet_mass,0.0345,g
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,root_dry_mass,0.01325,g
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,total_root_length,1163.305662,cm
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,total_root_volume,83.603139,mm3
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,rd,0.28242,mm
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,bi,0.328375,count mm-1
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,srl,87.79665373584906,m g-1
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,rtd,0.1584868721256985,g cm-3
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,rdmc,384.0579710144927,mg g-1
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,tuber_wet_mass,0.191,g
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,tuber_dry_mass,0.05992,g
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,reproductive_height,29.8,cm
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,veg_height,13.9,cm
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,no_leaves,1,NA
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,leaf_wet_mass,0.714,g
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,leaf_dry_mass,0.10252,g
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,leaf_area,14.687,cm2
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,sla,143.2598517362466,cm2 g-1
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,leaf_thickness,0.573,mm
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,ldmc,0.14358543417366948,g g-1
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,bgb_agb,1.109090909090909,g g-1
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,aboveground_biomass,0.55,g
FCL0130,12/08/2023,west,4,2600,5,Senecio glaberrimus,belowground_biomass,0.61,g
FCM1008,12/05/2023,west,2,2200,2,Themeda triandra,root_depth,14.8,cm
FCM1008,12/05/2023,west,2,2200,2,Themeda triandra,no_root_scan,5,count
FCM1008,12/05/2023,west,2,2200,2,Themeda triandra,root_wet_mass,0.0777,g
FCM1008,12/05/2023,west,2,2200,2,Themeda triandra,root_dry_mass,0.0322,g
FCM1008,12/05/2023,west,2,2200,2,Themeda triandra,total_root_length,1556.334871,cm
FCM1008,12/05/2023,west,2,2200,2,Themeda triandra,total_root_volume,145.213469,mm3
FCM1008,12/05/2023,west,2,2200,2,Themeda triandra,rd,0.306359,mm
FCM1008,12/05/2023,west,2,2200,2,Themeda triandra,bi,0.502463,count mm-1
